中国成人2型糖尿病胰岛素促泌剂应用的专家共识	O;O;O;O;B-Disease;I-Disease;I-Disease;I-Disease;E-Disease;B-Drug;I-Drug;I-Drug;I-Drug;I-Drug;E-Drug;O;O;O;O;O;O;O
由于各种原因在1型糖尿病和2型糖尿病特定病程中胰岛素和C肽水平可有部分重叠	O;O;O;O;O;O;O;B-Disease;I-Disease;I-Disease;I-Disease;E-Disease;O;B-Disease;I-Disease;I-Disease;I-Disease;E-Disease;O;O;O;O;O;B-Test_items;I-Test_items;E-Test_items;O;B-Test_items;E-Test_items;O;O;O;O;O;O;O;O
(5)自身抗体检测的不足	O;O;O;B-Test_items;I-Test_items;I-Test_items;E-Test_items;O;O;O;O;O
自身抗体是区分1型糖尿病和2型糖尿病较为准确的方法但由于检测方法不一不同人群抗体谱不一不能检测到所有参与自身免疫的抗体等因素使其临床价值受限	B-Test_items;I-Test_items;I-Test_items;E-Test_items;O;O;O;B-Disease;I-Disease;I-Disease;I-Disease;E-Disease;O;B-Disease;I-Disease;I-Disease;I-Disease;E-Disease;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O
另一方面即使是很典型的2型糖尿病也有可能存在胰岛细胞的自身免疫在美国和欧洲国家临床诊断为2型糖尿病的患者也可有15%~40%出现自身抗体阳性	O;O;O;O;O;O;O;O;O;O;O;B-Disease;I-Disease;I-Disease;I-Disease;E-Disease;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;B-Disease;I-Disease;I-Disease;I-Disease;E-Disease;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;B-Test_items;I-Test_items;I-Test_items;E-Test_items;B-Test_Value;E-Test_Value
抗体阳性的患儿或合并有Grave病重症肌无力等自身免疫性疾病者相对来说更支持1型糖尿病同时或考虑是否存在自身免疫性多腺体病	B-Test_items;E-Test_items;B-Test_Value;E-Test_Value;O;O;O;O;O;O;O;B-Disease;I-Disease;I-Disease;I-Disease;I-Disease;E-Disease;B-Disease;I-Disease;I-Disease;I-Disease;E-Disease;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;B-Disease;I-Disease;I-Disease;I-Disease;E-Disease;O;O;O;O;O;O;O;O;O;B-Disease;I-Disease;I-Disease;I-Disease;I-Disease;I-Disease;I-Disease;I-Disease;E-Disease
1.肾病	O;O;B-Disease;E-Disease
TODAY研究发现在633例平均病程7个月的2型糖尿病青少年患者中6.3%存在微量白蛋白尿而到病程36个月时这一比例上升到16.6%	O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;B-Disease;I-Disease;I-Disease;I-Disease;E-Disease;O;O;O;O;O;O;O;O;O;O;O;O;B-Symptom;I-Symptom;I-Symptom;I-Symptom;I-Symptom;E-Symptom;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O
尿白蛋白/肌酐比值在诊断之初检测后每年应检测1次	B-Test_items;I-Test_items;I-Test_items;I-Test_items;I-Test_items;I-Test_items;I-Test_items;I-Test_items;E-Test_items;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O
糖尿病病程超过5年的患儿应考虑至少每年筛查尿白蛋白取随机尿样检测白蛋白/肌酐比值	B-Disease;I-Disease;E-Disease;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;B-Test_items;I-Test_items;I-Test_items;E-Test_items;O;O;O;O;O;O;O;B-Test_items;I-Test_items;I-Test_items;I-Test_items;I-Test_items;I-Test_items;I-Test_items;E-Test_items
当3次尿标本至少2次白蛋白/肌酐比值升高(>30mg/g)应该考虑应用血管紧张素转化酶抑制剂(ACEI)治疗并逐渐加量直到比值正常	O;O;O;O;O;O;O;O;O;O;B-Test_items;I-Test_items;I-Test_items;I-Test_items;I-Test_items;I-Test_items;I-Test_items;E-Test_items;B-Test_Value;E-Test_Value;O;B-Test_Value;I-Test_Value;I-Test_Value;I-Test_Value;I-Test_Value;I-Test_Value;E-Test_Value;O;O;O;O;O;O;O;B-Drug;I-Drug;I-Drug;I-Drug;I-Drug;I-Drug;I-Drug;I-Drug;I-Drug;I-Drug;I-Drug;I-Drug;I-Drug;I-Drug;I-Drug;I-Drug;E-Drug;O;O;O;O;O;O;O;O;O;O;O;O;O
通过更好地控制血糖和血压争取尿蛋白在6个月内达标	O;O;O;O;O;O;O;B-Test_items;E-Test_items;O;B-Test;E-Test;O;O;B-Test_items;I-Test_items;E-Test_items;O;O;O;O;O;O;O
一般来说由于成本较高不需对青少年开展普遍筛查	O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O
目前认为在超重并有2项或2项以上其他糖尿病危险因素(一级或二级亲属中有2型糖尿病病史胰岛素抵抗相关临床状态母亲妊娠期糖尿病史)的儿童和青少年应考虑筛查2型糖尿病和糖尿病前期	O;O;O;O;O;B-Reason;E-Reason;O;O;O;O;O;O;O;O;O;O;O;B-Disease;I-Disease;E-Disease;O;O;O;O;O;O;O;O;O;O;O;O;O;O;B-Disease;I-Disease;I-Disease;I-Disease;E-Disease;O;O;B-Symptom;I-Symptom;I-Symptom;I-Symptom;E-Symptom;O;O;O;O;O;O;O;O;B-Disease;I-Disease;I-Disease;I-Disease;I-Disease;E-Disease;O;O;O;O;O;O;O;O;O;O;O;O;O;O;B-Disease;I-Disease;I-Disease;I-Disease;E-Disease;O;B-Disease;I-Disease;E-Disease;O;O
应该通过饮食控制和运动降低糖尿病前期的糖尿病发生风险同时每年进行检测	O;O;O;O;B-Treatment;I-Treatment;I-Treatment;E-Treatment;O;B-Treatment;E-Treatment;O;O;B-Disease;I-Disease;E-Disease;O;O;O;B-Disease;I-Disease;E-Disease;O;O;O;O;O;O;O;O;O;O;O;O
对于糖尿病前期的人群需同时筛查并治疗可改变的心血管疾病危险因素包括血脂血压的检测和控制	O;O;B-Disease;I-Disease;E-Disease;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;B-Disease;I-Disease;I-Disease;I-Disease;E-Disease;O;O;O;O;O;O;B-Test;E-Test;B-Test;I-Test;I-Test;I-Test;E-Test;O;O;O
	
评中国成人2型糖尿病胰岛素促泌剂应用专家共识	O;O;O;O;O;B-Disease;I-Disease;I-Disease;I-Disease;E-Disease;B-Drug;I-Drug;I-Drug;I-Drug;I-Drug;E-Drug;O;O;O;O;O;O
胰岛素促泌剂是临床应用最早最广泛的口服降糖药之一降糖疗效肯定安全性高价格低廉可与其他口服降糖药联用在2型糖尿病(T2DM)治疗中占有重要地位是多数国际权威人T2DM防治指南中的一线降糖药物	B-Drug;I-Drug;I-Drug;I-Drug;I-Drug;E-Drug;O;O;O;O;O;O;O;O;O;O;O;B-Method;E-Method;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;B-Method;E-Method;O;O;O;O;O;O;B-Disease;I-Disease;I-Disease;I-Disease;I-Disease;I-Disease;I-Disease;I-Disease;I-Disease;I-Disease;E-Disease;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;B-Disease;I-Disease;I-Disease;E-Disease;O;O;O;O;O;O;O;O;O;O;O;O
目前国内使用的胰岛素促泌剂包括磺脲类和格列奈类	O;O;O;O;O;O;O;B-Drug;I-Drug;I-Drug;I-Drug;I-Drug;E-Drug;O;O;B-Drug;I-Drug;E-Drug;O;B-Drug;I-Drug;I-Drug;E-Drug
磺脲类促泌剂包括半衰期较短的短效促泌剂(如格列吡嗪和格列喹酮)和半衰期较长的中长效促泌剂(如普通剂型的格列美脲格列苯脲和格列齐特以及通过特殊的胃肠道治疗系统(GITS)技术实现控释的格列吡嗪控释片和采用以亲水性羟丙甲纤维素为基质的缓释技术格列齐特缓释片)	B-Drug;I-Drug;I-Drug;I-Drug;I-Drug;E-Drug;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;B-Drug;I-Drug;I-Drug;E-Drug;O;B-Drug;I-Drug;I-Drug;E-Drug;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;B-Drug;I-Drug;I-Drug;E-Drug;B-Drug;I-Drug;I-Drug;E-Drug;O;B-Drug;I-Drug;I-Drug;E-Drug;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;B-Drug;I-Drug;I-Drug;I-Drug;I-Drug;I-Drug;E-Drug;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;B-Drug;I-Drug;I-Drug;I-Drug;I-Drug;I-Drug;E-Drug;O
格列奈类半衰期较短属短效促剂包括瑞格列奈和那格列奈	B-Drug;I-Drug;I-Drug;E-Drug;O;O;O;O;O;O;O;O;O;O;O;O;B-Drug;I-Drug;I-Drug;E-Drug;O;B-Drug;I-Drug;I-Drug;E-Drug
	
KATP通道也存在于大脑心肌和血管平滑肌等组织	O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O
不同组织的SUR存在差异不同胰岛素促泌剂会与β细胞不同分子量的SUR受体结合且亲和力和解离速度也各不相同这些是其产生药效学差异的原因	O;O;O;O;O;O;O;O;O;O;O;O;O;O;B-Drug;I-Drug;I-Drug;I-Drug;I-Drug;E-Drug;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O
格列本脲可作用于SUR1和SUR2A而格列齐特仅作用于SUR1	B-Drug;I-Drug;I-Drug;E-Drug;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;B-Drug;I-Drug;I-Drug;E-Drug;O;O;O;O;O;O;O;O
格列本脲和格列美脲各自与SUR1不同亚单位特异性结合格列美脲与SUR的亲和力更强结合和解离速度也更快	B-Drug;I-Drug;I-Drug;E-Drug;O;B-Drug;I-Drug;I-Drug;E-Drug;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;B-Drug;I-Drug;I-Drug;E-Drug;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O
格列本脲与两个SUR1位点相结合不易与受体脱离且作用时间相对较长	B-Drug;I-Drug;I-Drug;E-Drug;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O
通过葡萄糖钳夹技术研究发现磺脲类药物可使人体外周葡萄糖利用增加10%~52%(平均29%)	O;O;O;O;O;O;O;O;O;O;O;O;O;B-Drug;I-Drug;I-Drug;I-Drug;E-Drug;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O
不同的促泌剂对胰岛素敏感性的影响可能存在差异如格列美脲在离体培养的脂肪细胞和肌肉组织中具有直接的拟胰岛素和胰岛素增敏作用	O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;B-Drug;I-Drug;I-Drug;E-Drug;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O
有研究表明磺脲类促泌剂还可以通过其他机制降低血糖其降低空腹血糖的作用与其抑制基础肝糖的生成密切相关	O;O;O;O;O;B-Drug;I-Drug;I-Drug;I-Drug;I-Drug;E-Drug;O;O;O;O;O;O;O;O;O;O;O;B-Test_items;E-Test_items;O;O;O;B-Test_items;I-Test_items;I-Test_items;E-Test_items;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O
	
格列奈类药物也与胰岛β细胞膜SUR结合与磺脲类药物相比促胰岛素分泌作用起效快作用持续时间短有效降低餐后血糖同时不增加胰岛素分泌总量不加重β细胞负荷低血糖的发生率低	B-Drug;I-Drug;I-Drug;I-Drug;I-Drug;E-Drug;O;O;O;O;O;O;O;O;O;O;O;O;O;O;B-Drug;I-Drug;I-Drug;I-Drug;E-Drug;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;B-Test_items;I-Test_items;I-Test_items;E-Test_items;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;B-ADE;I-ADE;E-ADE;O;O;O;O;O
胰岛素促泌剂降糖主要与对β细胞的作用有关胰外作用不如对β细胞的作用重要	B-Drug;I-Drug;I-Drug;I-Drug;I-Drug;E-Drug;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O
2对胰岛素促泌剂认识的误区	O;O;B-Drug;I-Drug;I-Drug;I-Drug;I-Drug;E-Drug;O;O;O;O;O
2.1低血糖风险高	O;O;O;B-ADE;I-ADE;E-ADE;O;O;O
低血糖是磺脲类药物最常见的不良反度	B-ADE;I-ADE;E-ADE;O;B-Drug;I-Drug;I-Drug;I-Drug;E-Drug;O;O;O;O;O;O;O;O
GUIDE结果显示在血糖水平控制相似的情况下不同磺脲类促泌剂所致低血糖发生风险不同	O;O;O;O;O;O;O;O;O;O;B-Test_items;E-Test_items;O;O;O;O;O;O;O;O;O;O;O;O;B-Drug;I-Drug;I-Drug;I-Drug;I-Drug;E-Drug;O;O;B-ADE;I-ADE;E-ADE;O;O;O;O;O;O
糖尿病和心血管疾病行动研究(ADVANCE)以格列齐特缓释片为基瑞的降糖治疗严重低血糖年发生率仅为英国前瞻性糖尿病研究(UKPDS)采用格列本脲和氯磺丙脲为基碗的降糖治疗的1/4	B-Disease;I-Disease;E-Disease;O;B-Disease;I-Disease;I-Disease;I-Disease;E-Disease;O;O;O;O;O;O;O;O;O;O;O;O;O;O;B-Drug;I-Drug;I-Drug;I-Drug;I-Drug;I-Drug;E-Drug;O;O;O;O;O;O;O;O;O;O;B-ADE;I-ADE;E-ADE;O;O;O;O;O;O;O;O;O;O;O;B-Disease;I-Disease;E-Disease;O;O;O;O;O;O;O;O;O;O;O;B-Drug;I-Drug;I-Drug;E-Drug;O;B-Drug;I-Drug;I-Drug;E-Drug;O;O;O;O;O;O;O;O;O;O;O;O
英国一般实践研究数据库表明磺脲类药物使用者年低血糖的发生半为1.8%其中2.0%为年龄>65岁	O;O;O;O;O;O;O;O;O;O;O;O;O;B-Drug;I-Drug;I-Drug;I-Drug;E-Drug;O;O;O;O;B-ADE;I-ADE;E-ADE;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O
在磺脲类药物中格列苯脲的低血糖发生率最高格列齐特和格列吡嗪的低血糖发生风险比格列苯脲低25%和40%	O;B-Drug;I-Drug;I-Drug;I-Drug;E-Drug;O;B-Drug;I-Drug;I-Drug;E-Drug;O;B-ADE;I-ADE;E-ADE;O;O;O;O;O;B-Drug;I-Drug;I-Drug;E-Drug;O;B-Drug;I-Drug;I-Drug;E-Drug;O;B-ADE;I-ADE;E-ADE;O;O;O;O;O;B-Drug;I-Drug;I-Drug;E-Drug;O;O;O;O;O;O;O;O
公认的低血糖发生少的甘精胰岛素的大型研究最新结果显示甘精胰岛素低血糖发生的风险明显高于口服药	O;O;O;B-ADE;I-ADE;E-ADE;O;O;O;O;B-Drug;I-Drug;I-Drug;I-Drug;E-Drug;O;O;O;O;O;O;O;O;O;O;O;B-Drug;I-Drug;I-Drug;I-Drug;E-Drug;B-ADE;I-ADE;E-ADE;O;O;O;O;O;O;O;O;O;B-Method;E-Method;O
由此可见胰岛素促泌剂肯定存在低血糖风险但是胰岛素的低血糖风险更大	O;O;O;O;B-Drug;I-Drug;I-Drug;I-Drug;I-Drug;E-Drug;O;O;O;O;B-ADE;I-ADE;E-ADE;O;O;O;O;B-Drug;I-Drug;E-Drug;O;B-ADE;I-ADE;E-ADE;O;O;O;O
因此需要时一般情况下应优先选择胰岛素促泌剂而不是胰岛素	O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;B-Drug;I-Drug;I-Drug;I-Drug;I-Drug;E-Drug;O;O;O;B-Drug;I-Drug;E-Drug
目前一般认为磺脲类药物治疗可引起患者体重增加	O;O;O;O;O;O;B-Drug;I-Drug;I-Drug;I-Drug;E-Drug;O;O;O;O;O;O;O;B-ADE;I-ADE;I-ADE;E-ADE
UKPDS表明以格列本脲为基础的降糖治疗患者体重增加1.7kg	O;O;O;O;O;O;O;O;B-Drug;I-Drug;I-Drug;E-Drug;O;O;O;O;O;O;O;O;O;O;B-ADE;I-ADE;I-ADE;E-ADE;O;O;O;O;O
Schernthaner等对使用格列齐特和格列美脲治疗的患者行27周的随访发现其体重增加分别为0.5kg和0.6kg	O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;B-Drug;I-Drug;I-Drug;E-Drug;O;B-Drug;I-Drug;I-Drug;E-Drug;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;B-ADE;I-ADE;I-ADE;E-ADE;O;O;O;O;O;O;O;O;O;O;O;O;O;O
而ADVANCE5年的观察分析并未发现以格列齐特缓释片为基础的降糖治疗增加患者体重	O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;B-Drug;I-Drug;I-Drug;I-Drug;I-Drug;I-Drug;E-Drug;O;O;O;O;O;O;O;O;O;O;O;O;O;O
很多大型研究表明胰岛素增加体重更明显比如ADVANCE新近的分析发现用胰岛素体重增加3.3kg而磺脲服类为0.7kg	O;O;O;O;O;O;O;O;B-Drug;I-Drug;E-Drug;B-ADE;I-ADE;I-ADE;E-ADE;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;B-Drug;I-Drug;E-Drug;B-ADE;I-ADE;I-ADE;E-ADE;O;O;O;O;O;O;B-Drug;I-Drug;I-Drug;E-Drug;O;O;O;O;O;O
不难看出胰岛素促泌剂增加体重但胰岛素体重增加更明显	O;O;O;O;B-Drug;I-Drug;I-Drug;I-Drug;I-Drug;E-Drug;B-ADE;I-ADE;I-ADE;E-ADE;O;B-Drug;I-Drug;E-Drug;B-ADE;I-ADE;I-ADE;E-ADE;O;O;O
表明超重和肥胖的糖尿病患者选用降药时一般也应是胰岛素促泌剂优于胰岛素	O;O;B-Drug;E-Drug;O;B-Drug;E-Drug;O;B-Drug;I-Drug;E-Drug;O;O;O;O;O;O;O;O;O;O;O;O;B-Drug;I-Drug;I-Drug;I-Drug;I-Drug;E-Drug;O;O;B-Drug;I-Drug;E-Drug
	
2.3加重β细胞功能衰竭	O;O;O;O;O;B-Pathogenesis;I-Pathogenesis;I-Pathogenesis;I-Pathogenesis;I-Pathogenesis;I-Pathogenesis;E-Pathogenesis
糖尿病进展试验(ADOPT)对比了3种不同类型降糖药物(罗格列酮格列本脲和二甲双胍)在新诊断T2DM患者中的疗效发现格列本脲改善β细胞胰岛素分泌功能明显优于罗格列酮和二甲双胍并非发现磺脲类药物加重或加速了β细胞的衰竭	B-Disease;I-Disease;E-Disease;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;B-Drug;I-Drug;I-Drug;E-Drug;B-Drug;I-Drug;I-Drug;E-Drug;O;B-Drug;I-Drug;I-Drug;E-Drug;O;O;O;O;O;B-Disease;I-Disease;I-Disease;E-Disease;O;O;O;O;O;O;O;O;B-Drug;I-Drug;I-Drug;E-Drug;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;B-Drug;I-Drug;I-Drug;E-Drug;O;B-Drug;I-Drug;I-Drug;E-Drug;O;O;O;O;B-Drug;I-Drug;I-Drug;I-Drug;E-Drug;O;O;O;O;O;O;B-Pathogenesis;I-Pathogenesis;I-Pathogenesis;I-Pathogenesis;I-Pathogenesis;E-Pathogenesis
	
结果显示磺脲类药物未增加心血管并发症发生	O;O;O;O;B-Drug;I-Drug;I-Drug;I-Drug;E-Drug;O;O;O;B-ADE;I-ADE;I-ADE;I-ADE;I-ADE;E-ADE;O;O
ADVANCE对病程较长合并心血管高危因素的T2DM患者采用以格列齐特缓释片为基础的降糖治疗主要微血管事件减少14%	O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;B-Disease;I-Disease;I-Disease;E-Disease;O;O;O;O;O;B-Drug;I-Drug;I-Drug;I-Drug;I-Drug;I-Drug;E-Drug;O;O;O;O;O;O;O;O;O;O;B-ADE;I-ADE;I-ADE;I-ADE;E-ADE;O;O;O;O;O
现有的证据表明胰岛素促泌剂中的磺脲类药物有利于保护T2DM的心血管没有随机双盲前瞻性长时间研究发现它增加心血管风险	O;O;O;O;O;O;O;B-Drug;I-Drug;I-Drug;I-Drug;I-Drug;E-Drug;O;O;B-Drug;I-Drug;I-Drug;I-Drug;E-Drug;O;O;O;O;O;B-Disease;I-Disease;I-Disease;E-Disease;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;B-ADE;I-ADE;I-ADE;I-ADE;E-ADE
	
有研究表明T2DM患者的肿瘤风险增加甚至某些回顾性的资料分析发现磺脲类药物可能增加肿瘤的风险但高水平高级别的证据如从UKPDS到近期发表的ADVANCE亚组分析均未发现磺脲类药物增加患者肿瘤风险	O;O;O;O;O;B-Disease;I-Disease;I-Disease;E-Disease;O;O;O;B-Disease;E-Disease;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;B-Drug;I-Drug;I-Drug;I-Drug;E-Drug;O;O;O;O;B-Disease;E-Disease;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;B-Drug;I-Drug;I-Drug;I-Drug;E-Drug;O;O;O;O;B-Disease;E-Disease;O;O
3胰岛素促泌剂的临床应用	O;B-Drug;I-Drug;I-Drug;I-Drug;I-Drug;E-Drug;O;O;O;O;O
对无超重和肥胖或二甲双胍不耐受者或其他口服降糖药物治疗血糖控制不佳的T2DM患者促泌剂可作为首选或联合药物	O;O;B-Disease;E-Disease;O;B-Disease;E-Disease;O;B-Drug;I-Drug;I-Drug;E-Drug;O;O;O;O;O;O;O;B-Method;E-Method;O;O;O;O;O;O;B-Test_items;E-Test_items;B-Test_Value;I-Test_Value;I-Test_Value;E-Test_Value;O;B-Disease;I-Disease;I-Disease;E-Disease;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O
应根据患者血糖谱选择不同类型的胰岛素促泌剂	O;O;O;O;O;B-Test_items;I-Test_items;E-Test_items;O;O;O;O;O;O;O;B-Drug;I-Drug;I-Drug;I-Drug;I-Drug;E-Drug
以餐后血糖(PPG)升高为主者宜选择格列奈类及短效磺脲类促泌剂	O;B-Test_items;I-Test_items;I-Test_items;I-Test_items;I-Test_items;I-Test_items;I-Test_items;I-Test_items;E-Test_items;B-Test_Value;E-Test_Value;O;O;O;O;O;O;B-Drug;I-Drug;I-Drug;E-Drug;O;B-Drug;I-Drug;I-Drug;I-Drug;I-Drug;I-Drug;I-Drug;E-Drug
以空腹血糖(FPG)升高为主PPG和FPG均升高者宜选择依从性好低血糖风险低的中长效磺脲类促泌剂	O;B-Test_items;I-Test_items;I-Test_items;I-Test_items;I-Test_items;I-Test_items;I-Test_items;I-Test_items;E-Test_items;B-Test_Value;E-Test_Value;O;O;B-Test_items;I-Test_items;E-Test_items;O;B-Test_items;I-Test_items;E-Test_items;B-Test_Value;I-Test_Value;E-Test_Value;O;O;O;O;O;O;O;O;B-ADE;I-ADE;E-ADE;O;O;O;O;B-Drug;I-Drug;I-Drug;I-Drug;I-Drug;I-Drug;I-Drug;I-Drug;E-Drug
若单药治疗血糖控制不达标应与其他口服降糖药联用一般联合两种药物最多可联用3种药物	O;O;O;O;O;B-Test_items;E-Test_items;B-Test_Value;I-Test_Value;I-Test_Value;I-Test_Value;E-Test_Value;O;O;O;O;B-Method;E-Method;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O
胰岛素促泌剂可与基础胰岛素合用但不主张与格列奈类合用	B-Drug;I-Drug;I-Drug;I-Drug;I-Drug;E-Drug;O;O;B-Drug;I-Drug;I-Drug;I-Drug;E-Drug;O;O;O;O;O;O;O;B-Drug;I-Drug;I-Drug;E-Drug;O;O
胰岛素促泌剂与其他药物联合使用时应选择作用机制互补的降糖药物这样既增强药物降糖效果又减少了各自的剂量及体重增加严重低血糖等不良反应的发生率同时要评估联合用药的成本-效益因素充分考虑患者的经济承受能力和用药的依从性特别是经济欠发达和农村地区患者	B-Drug;I-Drug;I-Drug;I-Drug;I-Drug;E-Drug;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;B-ADE;I-ADE;I-ADE;E-ADE;B-Level;E-Level;B-ADE;I-ADE;E-ADE;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O
	
胰岛素促泌剂的降糖作用在常规剂量内呈剂量依赖性可平均将糖化血红蛋白(HbA1c)水平降低2%左右且患者的基线HbA1c水平越高服用胰鸟素促泌剂治疗后HbA1c的降幅越大	B-Drug;I-Drug;I-Drug;I-Drug;I-Drug;E-Drug;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;B-Test_items;I-Test_items;I-Test_items;I-Test_items;I-Test_items;I-Test_items;I-Test_items;I-Test_items;I-Test_items;I-Test_items;I-Test_items;I-Test_items;E-Test_items;O;O;B-Test_Value;I-Test_Value;I-Test_Value;I-Test_Value;I-Test_Value;E-Test_Value;O;O;O;O;B-Test_items;I-Test_items;I-Test_items;I-Test_items;I-Test_items;I-Test_items;E-Test_items;O;O;O;E-Test_Value;O;O;B-Drug;I-Drug;I-Drug;I-Drug;I-Drug;E-Drug;O;O;O;B-Test_items;I-Test_items;I-Test_items;I-Test_items;E-Test_items;O;B-Test_Value;I-Test_Value;I-Test_Value;E-Test_Value
剂量应从小量开始以减少低血糖发生	O;O;O;O;O;O;O;O;O;O;O;B-ADE;I-ADE;E-ADE;O;O
	
中或重度肝肾功能不全者不宜使用胰岛素促泌剂	B-Level;I-Level;I-Level;E-Level;B-Disease;I-Disease;I-Disease;I-Disease;I-Disease;E-Disease;O;O;O;O;O;B-Drug;I-Drug;I-Drug;I-Drug;I-Drug;E-Drug
轻中度肾功能不全者若不用胰岛素需要用胰岛素促泌剂时可考虑瑞格列奈和格列喹酮	B-Level;I-Level;E-Level;B-Disease;I-Disease;I-Disease;I-Disease;E-Disease;O;O;O;O;B-Drug;I-Drug;E-Drug;O;O;O;B-Drug;I-Drug;I-Drug;I-Drug;I-Drug;E-Drug;O;O;O;O;B-Drug;I-Drug;I-Drug;E-Drug;O;B-Drug;I-Drug;I-Drug;E-Drug
总之胰岛素促泌剂符合中国2型糖尿病的特点是多数权威指南推荐的治疗2型糖尿病的一线药物	O;O;B-Drug;I-Drug;I-Drug;I-Drug;I-Drug;E-Drug;O;O;O;O;B-Disease;I-Disease;I-Disease;I-Disease;E-Disease;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;B-Disease;I-Disease;I-Disease;I-Disease;E-Disease;O;O;O;O;O
磺脲类药物应用时间长降糖效果强安全性高价格低廉早期使用可减少大血管微血管并发症和全因死亡的发生	B-Drug;I-Drug;I-Drug;I-Drug;E-Drug;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O
格列奈类有效降低餐后血糖在中国也广泛使用	B-Drug;I-Drug;I-Drug;E-Drug;O;O;O;O;B-Test_items;I-Test_items;I-Test_items;E-Test_items;O;O;O;O;O;O;O;O
	
